Timestamp,Operation,Old Name,New Name
2026-06-22 11:48:06,Rename,sample_8.pdf,0_8.pdf
2026-06-22 11:48:06,Rename,sample_9.pdf,0_9.pdf
2026-06-22 11:49:02,Rename,0_1.xlsx,file_1.xlsx
2026-06-22 11:49:02,Rename,0_10.jpg,file_2.jpg
2026-06-22 11:49:02,Rename,0_11.png,file_3.png
2026-06-22 11:49:02,Rename,0_12.png,file_4.png
2026-06-22 11:49:02,Rename,0_2.xlsx,file_5.xlsx
2026-06-22 11:49:02,Rename,0_3.docx,file_6.docx
2026-06-22 11:49:02,Rename,0_4.docx,file_7.docx
2026-06-22 11:49:02,Rename,0_5.txt,file_8.txt
2026-06-22 11:49:02,Rename,0_6.txt,file_9.txt
2026-06-22 11:49:02,Rename,0_7.jpg,file_10.jpg
2026-06-22 11:49:02,Rename,0_8.pdf,file_11.pdf
2026-06-22 11:49:02,Rename,0_9.pdf,file_12.pdf
2026-06-22 11:49:21,Rename,file_1.xlsx,sample_1.xlsx
2026-06-22 11:49:21,Rename,file_10.jpg,sample_10.jpg
2026-06-22 11:49:21,Rename,file_11.pdf,sample_11.pdf
2026-06-22 11:49:21,Rename,file_12.pdf,sample_12.pdf
2026-06-22 11:49:21,Rename,file_2.jpg,sample_2.jpg
2026-06-22 11:49:21,Rename,file_3.png,sample_3.png
2026-06-22 11:49:21,Rename,file_4.png,sample_4.png
2026-06-22 11:49:21,Rename,file_5.xlsx,sample_5.xlsx
2026-06-22 11:49:21,Rename,file_6.docx,sample_6.docx
2026-06-22 11:49:21,Rename,file_7.docx,sample_7.docx
2026-06-22 11:49:21,Rename,file_8.txt,sample_8.txt
2026-06-22 11:49:21,Rename,file_9.txt,sample_9.txt
2026-06-22 11:49:45,Rename,sample_1.xlsx,HK TASK 8sample_1.xlsx
2026-06-22 11:49:45,Rename,sample_10.jpg,HK TASK 8sample_10.jpg
2026-06-22 11:49:45,Rename,sample_11.pdf,HK TASK 8sample_11.pdf
2026-06-22 11:49:45,Rename,sample_12.pdf,HK TASK 8sample_12.pdf
2026-06-22 11:49:45,Rename,sample_2.jpg,HK TASK 8sample_2.jpg
2026-06-22 11:49:45,Rename,sample_3.png,HK TASK 8sample_3.png
2026-06-22 11:49:45,Rename,sample_4.png,HK TASK 8sample_4.png
2026-06-22 11:49:45,Rename,sample_5.xlsx,HK TASK 8sample_5.xlsx
2026-06-22 11:49:45,Rename,sample_6.docx,HK TASK 8sample_6.docx
2026-06-22 11:49:45,Rename,sample_7.docx,HK TASK 8sample_7.docx
2026-06-22 11:49:45,Rename,sample_8.txt,HK TASK 8sample_8.txt
2026-06-22 11:49:45,Rename,sample_9.txt,HK TASK 8sample_9.txt
2026-06-22 11:50:04,Rename,HK TASK 8sample_1.xlsx,HK TASK 8sample_1(2026).xlsx
2026-06-22 11:50:04,Rename,HK TASK 8sample_10.jpg,HK TASK 8sample_10(2026).jpg
2026-06-22 11:50:04,Rename,HK TASK 8sample_11.pdf,HK TASK 8sample_11(2026).pdf
2026-06-22 11:50:04,Rename,HK TASK 8sample_12.pdf,HK TASK 8sample_12(2026).pdf
2026-06-22 11:50:04,Rename,HK TASK 8sample_2.jpg,HK TASK 8sample_2(2026).jpg
2026-06-22 11:50:04,Rename,HK TASK 8sample_3.png,HK TASK 8sample_3(2026).png
2026-06-22 11:50:04,Rename,HK TASK 8sample_4.png,HK TASK 8sample_4(2026).png
2026-06-22 11:50:04,Rename,HK TASK 8sample_5.xlsx,HK TASK 8sample_5(2026).xlsx
2026-06-22 11:50:04,Rename,HK TASK 8sample_6.docx,HK TASK 8sample_6(2026).docx
2026-06-22 11:50:04,Rename,HK TASK 8sample_7.docx,HK TASK 8sample_7(2026).docx
2026-06-22 11:50:04,Rename,HK TASK 8sample_8.txt,HK TASK 8sample_8(2026).txt
2026-06-22 11:50:04,Rename,HK TASK 8sample_9.txt,HK TASK 8sample_9(2026).txt
2026-06-22 11:50:15,Organize,HK TASK 8sample_1(2026).xlsx,Documents/HK TASK 8sample_1(2026).xlsx
2026-06-22 11:50:15,Organize,HK TASK 8sample_10(2026).jpg,Images/HK TASK 8sample_10(2026).jpg
2026-06-22 11:50:15,Organize,HK TASK 8sample_11(2026).pdf,Documents/HK TASK 8sample_11(2026).pdf
2026-06-22 11:50:15,Organize,HK TASK 8sample_12(2026).pdf,Documents/HK TASK 8sample_12(2026).pdf
2026-06-22 11:50:15,Organize,HK TASK 8sample_2(2026).jpg,Images/HK TASK 8sample_2(2026).jpg
2026-06-22 11:50:15,Organize,HK TASK 8sample_3(2026).png,Images/HK TASK 8sample_3(2026).png
2026-06-22 11:50:15,Organize,HK TASK 8sample_4(2026).png,Images/HK TASK 8sample_4(2026).png
2026-06-22 11:50:15,Organize,HK TASK 8sample_5(2026).xlsx,Documents/HK TASK 8sample_5(2026).xlsx
2026-06-22 11:50:15,Organize,HK TASK 8sample_6(2026).docx,Documents/HK TASK 8sample_6(2026).docx
2026-06-22 11:50:15,Organize,HK TASK 8sample_7(2026).docx,Documents/HK TASK 8sample_7(2026).docx
2026-06-22 11:50:15,Organize,HK TASK 8sample_8(2026).txt,Documents/HK TASK 8sample_8(2026).txt
2026-06-22 11:50:15,Organize,HK TASK 8sample_9(2026).txt,Documents/HK TASK 8sample_9(2026).txt
